"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","has_company","has_agent","adr_win","lead_time_win","stays_in_week_nights_win","stays_in_weekend_nights_win"
"City Hotel","0",24,2015,"October",41,4,2,4,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","7","0",0,"Transient",81.7,0,1,"Check-Out",2015-10-10,"No","Yes",81.7,24,4,2
"City Hotel","0",17,2015,"October",40,3,2,5,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","9","0",0,"Contract",119.71,0,1,"Check-Out",2015-10-10,"No","Yes",119.71,17,5,2
"City Hotel","0",0,2015,"October",41,9,0,1,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",164,0,1,"Check-Out",2015-10-10,"No","Yes",164,0,1,0
"City Hotel","0",9,2015,"October",41,7,0,3,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","E",0,"No Deposit","9","0",0,"Contract",145,0,0,"Check-Out",2015-10-10,"No","Yes",145,9,3,0
"City Hotel","0",11,2015,"October",41,4,2,4,2,0,0,"BB","FRA","Direct","Direct","0",0,0,"E","E",0,"No Deposit","0","0",0,"Transient",146,0,2,"Check-Out",2015-10-10,"No","No",146,11,4,2
"City Hotel","0",20,2015,"October",41,4,2,4,2,0,0,"BB","ISR","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",107,0,1,"Check-Out",2015-10-10,"No","Yes",107,20,4,2
"City Hotel","0",24,2015,"October",41,9,0,1,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",117,0,1,"Check-Out",2015-10-10,"No","Yes",117,24,1,0
"City Hotel","0",18,2015,"October",41,9,0,1,2,0,0,"BB","CHE","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",126,0,1,"Check-Out",2015-10-10,"No","Yes",126,18,1,0
"City Hotel","0",6,2015,"October",41,6,0,4,1,0,0,"BB","ITA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",148.5,0,1,"Check-Out",2015-10-10,"No","Yes",148.5,6,4,0
"City Hotel","0",12,2015,"October",41,5,1,4,1,0,0,"HB","DZA","Offline TA/TO","TA/TO","0",0,0,"A","A",1,"No Deposit","83","0",0,"Transient",110.5,0,0,"Check-Out",2015-10-10,"No","Yes",110.5,12,4,1
"City Hotel","0",2,2015,"October",41,9,0,1,1,0,0,"HB","PRT","Offline TA/TO","TA/TO","0",0,0,"A","A",0,"No Deposit","12","0",0,"Transient-Party",91,0,0,"Check-Out",2015-10-10,"No","Yes",91,2,1,0
"City Hotel","0",25,2015,"October",41,6,0,4,2,0,0,"BB","DEU","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",112.25,0,1,"Check-Out",2015-10-10,"No","Yes",112.25,25,4,0
"City Hotel","0",16,2015,"October",40,3,2,5,1,0,0,"BB","DEU","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","10","0",0,"Transient",114.57,0,0,"Check-Out",2015-10-10,"No","Yes",114.57,16,5,2
"City Hotel","0",18,2015,"October",41,4,2,4,2,0,0,"BB","CHE","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","11","0",0,"Transient",81.35,0,0,"Check-Out",2015-10-10,"No","Yes",81.35,18,4,2
"City Hotel","0",24,2015,"October",41,8,0,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","E",0,"No Deposit","9","0",0,"Contract",107,0,2,"Check-Out",2015-10-10,"No","Yes",107,24,2,0
"City Hotel","0",8,2015,"October",41,7,0,3,1,0,0,"BB","BEL","Online TA","TA/TO","0",0,0,"A","E",0,"No Deposit","9","0",0,"Contract",158,0,0,"Check-Out",2015-10-10,"No","Yes",158,8,3,0
"City Hotel","0",15,2015,"October",41,7,0,3,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","7","0",0,"Transient",104.72,0,1,"Check-Out",2015-10-10,"No","Yes",104.72,15,3,0
"City Hotel","0",0,2015,"October",41,9,0,1,2,0,0,"SC","BEL","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",161,1,1,"Check-Out",2015-10-10,"No","Yes",161,0,1,0
"City Hotel","0",17,2015,"October",41,6,0,4,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","7","0",0,"Transient",97.02,0,0,"Check-Out",2015-10-10,"No","Yes",97.02,17,4,0
"City Hotel","0",7,2015,"October",41,7,0,3,2,0,0,"BB","ITA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",164,0,2,"Check-Out",2015-10-10,"No","Yes",164,7,3,0
"City Hotel","0",20,2015,"October",41,4,2,4,2,0,0,"BB","FRA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",107,0,0,"Check-Out",2015-10-10,"No","Yes",107,20,4,2
"City Hotel","0",20,2015,"October",41,7,0,3,1,0,0,"BB","POL","Direct","Direct","0",0,0,"A","D",0,"No Deposit","0","0",0,"Transient",90,0,0,"Check-Out",2015-10-10,"No","No",90,20,3,0
"City Hotel","0",20,2015,"October",41,7,0,3,1,0,0,"BB","HUN","Direct","Direct","0",0,0,"A","D",0,"No Deposit","0","0",0,"Transient",90,0,0,"Check-Out",2015-10-10,"No","No",90,20,3,0
"City Hotel","0",23,2015,"October",41,9,0,1,2,0,0,"BB","USA","Offline TA/TO","TA/TO","0",0,0,"D","F",0,"No Deposit","90","0",0,"Transient",96.3,0,0,"Check-Out",2015-10-10,"No","Yes",96.3,23,1,0
"City Hotel","0",12,2015,"October",41,6,0,4,2,1,0,"BB","PRT","Offline TA/TO","TA/TO","0",0,0,"D","D",0,"No Deposit","13","0",0,"Transient",123.3,0,1,"Check-Out",2015-10-10,"No","Yes",123.3,12,4,0
"City Hotel","0",5,2015,"October",41,7,0,3,1,0,0,"BB","JPN","Direct","Direct","0",0,0,"D","D",0,"No Deposit","0","0",0,"Transient",148.8,0,0,"Check-Out",2015-10-10,"No","No",148.8,5,3,0
"City Hotel","0",20,2015,"October",41,7,0,3,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","D",0,"No Deposit","0","0",0,"Transient",90,0,0,"Check-Out",2015-10-10,"No","No",90,20,3,0
"City Hotel","0",0,2015,"October",41,7,0,3,2,2,0,"BB","PRT","Online TA","TA/TO","0",0,0,"F","F",0,"No Deposit","9","0",0,"Contract",196,0,2,"Check-Out",2015-10-10,"No","Yes",196,0,3,0
"City Hotel","0",22,2015,"October",41,9,0,1,1,0,0,"BB","BEL","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",90,0,0,"Check-Out",2015-10-10,"No","No",90,22,1,0
"City Hotel","0",22,2015,"October",41,6,0,4,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","D",1,"No Deposit","9","0",0,"Contract",115,0,2,"Check-Out",2015-10-10,"No","Yes",115,22,4,0
"City Hotel","0",22,2015,"October",41,6,0,4,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","A",1,"No Deposit","9","0",0,"Contract",115,0,2,"Check-Out",2015-10-10,"No","Yes",115,22,4,0
"City Hotel","0",18,2015,"October",41,5,1,4,2,0,0,"BB","BRA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",107,0,2,"Check-Out",2015-10-10,"No","Yes",107,18,4,1
"City Hotel","0",22,2015,"October",41,9,0,1,2,0,0,"BB","USA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","7","0",0,"Transient",82.39,0,2,"Check-Out",2015-10-10,"No","Yes",82.39,22,1,0
"City Hotel","0",12,2015,"October",41,5,1,4,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","14","0",0,"Transient",114,0,3,"Check-Out",2015-10-10,"No","Yes",114,12,4,1
"City Hotel","0",0,2015,"October",41,9,0,1,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",152,0,0,"Check-Out",2015-10-10,"No","No",152,0,1,0
"City Hotel","0",3,2015,"October",41,4,2,4,2,0,0,"SC","BRA","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",133,0,2,"Check-Out",2015-10-10,"No","Yes",133,3,4,2
"City Hotel","1",9,2015,"October",43,19,1,3,1,0,0,"BB","PRT","Online TA","TA/TO","1",1,0,"A","A",0,"No Deposit","9","0",0,"Contract",120,0,1,"Canceled",2015-10-10,"No","Yes",120,9,3,1
"City Hotel","0",0,2015,"October",41,9,0,1,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",152,0,0,"Check-Out",2015-10-10,"No","No",152,0,1,0
"City Hotel","0",22,2015,"October",41,6,0,4,2,0,0,"BB","CHE","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",107,0,2,"Check-Out",2015-10-10,"No","Yes",107,22,4,0
"City Hotel","0",1,2015,"October",41,10,0,0,2,1,0,"BB","PRT","Offline TA/TO","TA/TO","0",0,0,"A","D",0,"No Deposit","83","0",0,"Transient",0,0,1,"Check-Out",2015-10-10,"No","Yes",0,1,0,0
"City Hotel","0",24,2015,"October",41,8,0,3,2,0,0,"SC","SWE","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",114,0,2,"Check-Out",2015-10-11,"No","Yes",114,24,3,0
"City Hotel","0",24,2015,"October",41,8,0,3,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","A",4,"No Deposit","9","0",0,"Contract",107,0,1,"Check-Out",2015-10-11,"No","Yes",107,24,3,0
"City Hotel","0",0,2015,"October",41,7,0,4,1,0,0,"BB","USA","Online TA","TA/TO","0",0,0,"D","A",0,"No Deposit","9","0",0,"Transient",159.75,0,1,"Check-Out",2015-10-11,"No","Yes",159.75,0,4,0
"City Hotel","0",7,2015,"October",41,8,0,3,1,0,0,"BB","PRT","Groups","TA/TO","0",0,0,"A","A",0,"No Deposit","30","0",0,"Transient-Party",65.45,0,0,"Check-Out",2015-10-11,"No","Yes",65.45,7,3,0
"City Hotel","0",1,2015,"October",41,10,0,1,1,0,0,"BB","PRT","Groups","TA/TO","0",0,0,"A","G",0,"No Deposit","32","0",0,"Transient-Party",6,0,0,"Check-Out",2015-10-11,"No","Yes",6,1,1,0
"City Hotel","0",0,2015,"October",41,9,0,2,1,0,0,"SC","USA","Online TA","TA/TO","0",0,0,"A","A",1,"No Deposit","7","0",0,"Transient",117.04,0,1,"Check-Out",2015-10-11,"No","Yes",117.04,0,2,0
"City Hotel","0",2,2015,"October",41,9,0,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"D","F",0,"No Deposit","9","0",0,"Contract",164.5,0,2,"Check-Out",2015-10-11,"No","Yes",164.5,2,2,0
"City Hotel","0",3,2015,"October",41,7,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO","0",0,0,"A","E",0,"No Deposit","3","0",0,"Transient-Party",70,0,0,"Check-Out",2015-10-11,"No","Yes",70,3,4,0
"City Hotel","0",12,2015,"October",42,12,1,3,2,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",1,"No Deposit","95","0",0,"Transient-Party",100,0,0,"Check-Out",2015-10-16,"No","Yes",100,12,3,1
"City Hotel","0",2,2015,"October",42,11,1,0,1,0,0,"HB","FRA","Groups","TA/TO","0",0,0,"A","A",3,"No Deposit","1","0",0,"Transient",88,0,0,"Check-Out",2015-10-12,"No","Yes",88,2,0,1
"City Hotel","0",2,2015,"October",41,10,1,1,2,0,0,"BB","MMR","Online TA","TA/TO","0",0,0,"A","F",0,"No Deposit","9","0",0,"Transient",145,0,0,"Check-Out",2015-10-12,"No","Yes",145,2,1,1
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"BB","AUT","Direct","Direct","0",0,0,"A","G",0,"No Deposit","0","0",0,"Transient",128,0,0,"Check-Out",2015-10-12,"No","No",128,1,1,1
"City Hotel","0",3,2015,"October",41,5,2,5,1,0,0,"BB","JPN","Direct","Direct","0",0,0,"D","D",1,"No Deposit","0","0",0,"Transient",148.8,0,0,"Check-Out",2015-10-12,"No","No",148.8,3,5,2
"City Hotel","0",2,2015,"October",41,4,3,5,1,0,0,"BB","JPN","Direct","Direct","0",0,0,"D","D",1,"No Deposit","0","0",0,"Transient",145,0,1,"Check-Out",2015-10-12,"No","No",145,2,5,3
"City Hotel","0",1,2016,"March",10,1,4,10,1,0,0,"BB","JPN","Direct","Direct","1",0,1,"A","A",2,"No Deposit","0","0",0,"Transient",92.5,0,0,"Check-Out",2016-03-15,"No","No",92.5,1,10,4
"City Hotel","0",2,2017,"June",26,28,0,1,1,0,0,"BB","JPN","Corporate","Corporate","1",0,2,"A","A",0,"No Deposit","0","358",0,"Transient",140.8,0,0,"Check-Out",2017-06-29,"Yes","No",140.8,2,1,0
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"BB","PRT","Groups","TA/TO","0",0,0,"A","A",0,"No Deposit","1","0",0,"Transient-Party",62,0,0,"Check-Out",2015-10-12,"No","Yes",62,1,1,1
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"BB","ESP","Groups","TA/TO","0",0,0,"A","A",0,"No Deposit","1","0",0,"Transient-Party",62,0,0,"Check-Out",2015-10-12,"No","Yes",62,1,1,1
"City Hotel","0",3,2015,"October",42,11,1,0,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",126,0,0,"Check-Out",2015-10-12,"No","Yes",126,3,0,1
"City Hotel","0",1,2015,"October",41,10,1,1,3,0,0,"SC","PRT","Offline TA/TO","TA/TO","0",0,0,"A","F",0,"No Deposit","83","0",0,"Transient-Party",135.4,0,2,"Check-Out",2015-10-12,"No","Yes",135.4,1,1,1
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"SC","PRT","Offline TA/TO","TA/TO","0",0,0,"A","D",0,"No Deposit","83","0",0,"Transient-Party",0,0,1,"Check-Out",2015-10-12,"No","Yes",0,1,1,1
"City Hotel","0",1,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",151.33,0,0,"Check-Out",2015-10-12,"No","Yes",151.33,1,2,1
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"BB","ESP","Offline TA/TO","TA/TO","0",0,0,"A","D",0,"No Deposit","83","0",0,"Transient",116,0,1,"Check-Out",2015-10-12,"No","Yes",116,1,1,1
"City Hotel","0",7,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","9","0",0,"Contract",170.33,0,2,"Check-Out",2015-10-12,"No","Yes",170.33,7,2,1
"City Hotel","0",1,2015,"October",41,10,1,1,2,0,0,"BB","ESP","Offline TA/TO","TA/TO","0",0,0,"A","B",0,"No Deposit","83","0",0,"Transient",12,0,1,"Check-Out",2015-10-12,"No","Yes",12,1,1,1
"City Hotel","0",7,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","9","0",0,"Contract",161.33,0,2,"Check-Out",2015-10-12,"No","Yes",161.33,7,2,1
"City Hotel","1",0,2015,"October",42,12,1,1,2,0,0,"BB","KOR","Online TA","TA/TO","1",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",126,0,0,"Canceled",2015-10-12,"No","Yes",126,0,1,1
"City Hotel","0",2,2015,"October",41,10,1,1,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"F","G",0,"No Deposit","9","0",0,"Transient",205,1,0,"Check-Out",2015-10-12,"No","Yes",205,2,1,1
"City Hotel","1",56,2015,"December",49,5,2,1,2,2,0,"BB","PRT","Online TA","TA/TO","0",1,0,"F","F",1,"No Deposit","9","0",0,"Contract",169.2,0,1,"Canceled",2015-10-12,"No","Yes",169.2,56,1,2
"City Hotel","0",23,2015,"October",42,11,1,0,1,0,0,"SC","PRT","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",114,0,1,"Check-Out",2015-10-12,"No","Yes",114,23,0,1
"City Hotel","0",9,2016,"October",43,20,0,1,2,0,0,"BB","PRT","Online TA","TA/TO","1",0,1,"D","E",0,"No Deposit","9","0",0,"Group",12,1,1,"Check-Out",2016-10-21,"No","Yes",12,9,1,0
"City Hotel","0",2,2015,"October",41,10,1,1,1,0,0,"BB","BRA","Offline TA/TO","TA/TO","0",0,0,"A","F",0,"No Deposit","86","0",0,"Transient",106.4,0,0,"Check-Out",2015-10-12,"No","Yes",106.4,2,1,1
"City Hotel","0",11,2015,"October",41,9,1,2,2,0,0,"SC","ESP","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Contract",139.33,0,1,"Check-Out",2015-10-12,"No","Yes",139.33,11,2,1
"City Hotel","0",0,2015,"October",42,11,1,0,2,0,0,"BB","KOR","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",126,0,0,"Check-Out",2015-10-12,"No","Yes",126,0,0,1
"City Hotel","0",1,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","9","0",0,"Transient",139.33,0,0,"Check-Out",2015-10-12,"No","Yes",139.33,1,2,1
"City Hotel","0",1,2015,"October",42,11,1,0,2,0,0,"BB","ESP","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",90,0,0,"Check-Out",2015-10-12,"No","No",90,1,0,1
"City Hotel","1",29,2015,"October",44,28,0,3,2,0,0,"BB","PRT","Online TA","TA/TO","0",1,0,"D","D",0,"No Deposit","9","0",0,"Transient",136,0,3,"Canceled",2015-10-12,"No","Yes",136,29,3,0
"City Hotel","0",1,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","A",2,"No Deposit","9","0",0,"Transient",139.33,0,1,"Check-Out",2015-10-12,"No","Yes",139.33,1,2,1
"City Hotel","1",36,2015,"November",46,13,1,2,2,0,0,"BB","PRT","Online TA","TA/TO","0",1,0,"A","A",0,"No Deposit","9","0",0,"Transient",105.3,0,1,"Canceled",2015-10-12,"No","Yes",105.3,36,2,1
"City Hotel","0",1,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO","0",0,0,"A","D",0,"No Deposit","9","0",0,"Transient",169.33,1,0,"Check-Out",2015-10-12,"No","Yes",169.33,1,2,1
"City Hotel","1",8,2015,"October",43,20,0,3,1,0,0,"BB","PRT","Online TA","TA/TO","1",1,0,"A","A",0,"No Deposit","9","0",0,"Contract",120,0,2,"Canceled",2015-10-12,"No","Yes",120,8,3,0
"City Hotel","0",3,2015,"October",42,11,1,0,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"D","D",0,"No Deposit","9","0",0,"Transient",136,0,1,"Check-Out",2015-10-12,"No","Yes",136,3,0,1
"City Hotel","1",3,2015,"October",42,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","40","0",0,"Transient",65,0,0,"No-Show",2015-10-12,"No","Yes",65,3,0,1
"City Hotel","0",7,2015,"October",42,12,1,0,1,0,0,"SC","PRT","Corporate","Corporate","0",0,0,"A","D",0,"No Deposit","0","100",0,"Transient",80,0,0,"Check-Out",2015-10-13,"Yes","No",80,7,0,1
"City Hotel","0",282,2015,"October",41,10,2,1,2,0,0,"BB","FIN","Offline TA/TO","TA/TO","0",0,0,"A","A",0,"No Deposit","21","0",0,"Transient-Party",76.67,0,0,"Check-Out",2015-10-13,"No","Yes",76.67,282,1,2
"City Hotel","0",7,2015,"October",42,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,0,"Check-Out",2015-10-13,"Yes","No",65,7,0,1
"City Hotel","0",282,2015,"October",41,10,2,1,2,0,0,"BB","SWE","Offline TA/TO","TA/TO","0",0,0,"A","A",0,"No Deposit","21","0",0,"Transient-Party",76.67,0,0,"Check-Out",2015-10-13,"No","Yes",76.67,282,1,2
"City Hotel","0",282,2015,"October",41,10,2,1,2,0,0,"BB","SWE","Offline TA/TO","TA/TO","0",0,0,"A","F",0,"No Deposit","21","0",0,"Transient-Party",76.67,0,0,"Check-Out",2015-10-13,"No","Yes",76.67,282,1,2
"City Hotel","0",282,2015,"October",41,10,2,1,1,0,0,"BB","SWE","Offline TA/TO","TA/TO","0",0,0,"A","B",0,"No Deposit","21","0",0,"Transient-Party",0,0,0,"Check-Out",2015-10-13,"No","Yes",0,282,1,2
"City Hotel","0",282,2015,"October",41,10,2,1,2,0,0,"BB","SWE","Offline TA/TO","TA/TO","0",0,0,"A","D",0,"No Deposit","21","0",0,"Transient-Party",76.67,0,0,"Check-Out",2015-10-13,"No","Yes",76.67,282,1,2
"City Hotel","0",282,2015,"October",41,10,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO","0",0,0,"A","D",0,"No Deposit","21","0",0,"Transient-Party",76.67,0,0,"Check-Out",2015-10-13,"No","Yes",76.67,282,1,2
"City Hotel","0",4,2015,"October",42,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,0,"Check-Out",2015-10-13,"Yes","No",65,4,0,1
"City Hotel","0",12,2015,"November",48,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,1,"A","A",0,"No Deposit","0","40",0,"Transient-Party",65,0,0,"Check-Out",2015-11-26,"Yes","No",65,12,1,0
"City Hotel","0",3,2015,"December",50,10,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,2,"A","A",0,"No Deposit","0","40",0,"Transient-Party",65,0,0,"Check-Out",2015-12-11,"Yes","No",65,3,1,0
"City Hotel","0",1,2016,"February",6,3,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,3,"A","A",0,"No Deposit","0","40",0,"Transient",66,0,0,"Check-Out",2016-02-04,"Yes","No",66,1,1,0
"City Hotel","0",13,2016,"February",8,17,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,4,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,0,"Check-Out",2016-02-18,"Yes","No",65,13,1,0
"City Hotel","0",3,2016,"February",9,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,5,"A","A",0,"No Deposit","0","40",0,"Transient-Party",66,0,0,"Check-Out",2016-02-26,"Yes","No",66,3,1,0
"City Hotel","0",2,2016,"May",19,4,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,6,"A","A",0,"No Deposit","0","40",0,"Transient-Party",67,1,0,"Check-Out",2016-05-05,"Yes","No",67,2,1,0
"City Hotel","0",1,2016,"January",2,7,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,1,"A","A",0,"No Deposit","0","40",0,"Transient-Party",65,0,1,"Check-Out",2016-01-08,"Yes","No",65,1,1,0
"City Hotel","0",0,2016,"January",4,20,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,2,"A","A",0,"No Deposit","0","40",0,"Transient-Party",65,0,1,"Check-Out",2016-01-21,"Yes","No",65,0,1,0
"City Hotel","0",1,2016,"January",5,28,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,3,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-01-29,"Yes","No",65,1,1,0
"City Hotel","0",6,2016,"June",24,8,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,4,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-06-09,"Yes","No",65,6,1,0
"City Hotel","0",12,2016,"June",25,14,0,2,1,0,0,"BB","PRT","Corporate","Corporate","1",0,5,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-06-16,"Yes","No",65,12,2,0
"City Hotel","0",18,2016,"June",26,20,1,0,1,0,0,"BB","PRT","Corporate","Corporate","1",0,6,"A","A",1,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-06-21,"Yes","No",65,18,0,1
"City Hotel","0",27,2016,"June",27,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,7,"A","A",1,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-06-30,"Yes","No",65,27,1,0
"City Hotel","0",32,2016,"July",28,4,1,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,8,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-07-06,"Yes","No",65,32,1,1
"City Hotel","0",12,2016,"October",42,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,9,"A","D",0,"No Deposit","0","40",0,"Transient",67,1,1,"Check-Out",2016-10-13,"Yes","No",67,12,1,0
"City Hotel","0",18,2016,"October",43,18,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,10,"A","D",1,"No Deposit","0","40",0,"Transient",65,1,1,"Check-Out",2016-10-19,"Yes","No",65,18,1,0
"City Hotel","0",0,2016,"November",48,21,1,0,1,0,0,"BB","PRT","Corporate","Corporate","1",0,11,"A","D",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2016-11-22,"Yes","No",65,0,0,1
"City Hotel","0",5,2017,"January",2,10,0,2,1,0,0,"BB","PRT","Corporate","Corporate","1",0,12,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Check-Out",2017-01-12,"Yes","No",65,5,2,0
"City Hotel","0",4,2017,"January",5,31,0,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,13,"A","A",0,"No Deposit","0","40",0,"Transient",67,1,1,"Check-Out",2017-02-01,"Yes","No",67,4,1,0
"City Hotel","0",0,2017,"June",23,5,1,1,1,0,0,"BB","PRT","Corporate","Corporate","1",0,14,"A","A",0,"No Deposit","0","40",0,"Transient",67,1,1,"Check-Out",2017-06-07,"Yes","No",67,0,1,1
"City Hotel","0",1,2017,"June",25,20,0,2,1,0,0,"BB","PRT","Corporate","Corporate","1",0,15,"A","A",0,"No Deposit","0","40",0,"Transient",67,0,1,"Check-Out",2017-06-22,"Yes","No",67,1,2,0
"City Hotel","1",1,2017,"July",29,18,0,2,1,0,0,"BB","PRT","Corporate","Corporate","1",0,16,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,1,"Canceled",2017-07-18,"Yes","No",65,1,2,0
"City Hotel","0",5,2017,"August",34,22,0,2,1,0,0,"BB","PRT","Corporate","Corporate","1",1,16,"A","A",0,"No Deposit","0","40",0,"Transient",67,1,1,"Check-Out",2017-08-24,"Yes","No",67,5,2,0
"City Hotel","0",6,2015,"October",42,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","40",0,"Transient",65,0,0,"Check-Out",2015-10-13,"Yes","No",65,6,0,1
"City Hotel","0",7,2015,"October",42,12,1,0,2,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","40",0,"Transient",75,0,0,"Check-Out",2015-10-13,"Yes","No",75,7,0,1
